,시도,시군구,동리,단지코드,단지명,단지분류,법정동주소,도로명주소,동수,세대수,총주차대수,지상주차대수,지하주차대수,y,x
350,용인시,기흥구,중동,A10027209,신동백동도센트리움,아파트,경기도 용인기흥구 중동 1140 신동백동도센트리움,경기도 용인시 기흥구 언동로 207,2,254,181,80,101,37.2775460815233,127.143865530133
351,용인시,기흥구,신갈동,A44673805,드림랜드,아파트,경기도 용인기흥구 신갈동 116-2 드림랜드,경기도 용인시 기흥구 용구대로2152번길 39,2,299,220,220,0,37.2802198818253,127.109843406507
352,용인시,기흥구,마북동,A44655902,용화마을태영데시앙,아파트,경기도 용인기흥구 마북동 619 용화마을태영데시앙,경기도 용인시 기흥구 구성로 44-10,7,321,388,145,243,37.2935974982875,127.113762894095
353,용인시,기흥구,청덕동,A44691504,물푸레마을휴먼시아9단지,아파트,경기도 용인기흥구 청덕동 569 물푸레마을휴먼시아9단지,경기도 용인시 기흥구 구성로 392,13,948,831,335,496,37.291712336195,127.154485418769
354,용인시,기흥구,청덕동,A44657507,물푸레마을휴먼시아7단지,아파트,경기도 용인기흥구 청덕동 565 물푸레마을휴먼시아7단지,경기도 용인시 기흥구 구성로 395,6,398,436,87,349,37.2931593253879,127.151617696712
355,용인시,기흥구,청덕동,A44691502,호반베르디움,아파트,경기도 용인기흥구 청덕동 567 호반베르디움,경기도 용인시 기흥구 구성로 411,7,308,544,47,497,37.2929253913132,127.153593788736
356,용인시,기흥구,청덕동,A44691501,물푸레마을경남아너스빌,아파트,경기도 용인기흥구 청덕동 497 물푸레마을경남아너스빌,경기도 용인시 기흥구 구성로 470,4,240,431,132,299,37.2970870890748,127.15360146072
357,용인시,기흥구,청덕동,A44657506,구성더포레스트,아파트,경기도 용인기흥구 청덕동 499 구성더포레스트,경기도 용인시 기흥구 구성로 475,6,367,403,81,322,37.2954772356295,127.153579691059
358,용인시,기흥구,마북동,A44693605,연원마을엘지,아파트,경기도 용인기흥구 마북동 526-3 연원마을엘지,경기도 용인시 기흥구 연원로 5,7,396,526,114,412,37.3013629715323,127.107915862695
359,용인시,수지구,상현동,A44813005,벽산블루밍,아파트,경기도 용인수지구 상현동 99 벽산블루밍,경기도 용인시 수지구 수지로 68,8,631,645,142,503,37.3087591030814,127.077999471009
360,용인시,수지구,상현동,A44851510,광교힐스테이트,아파트,경기도 용인수지구 상현동 1099 광교힐스테이트,경기도 용인시 수지구 수지로 75,16,860,1679,145,1534,37.3090507025409,127.072725781919
361,용인시,수지구,풍덕천동,A44876205,삼성1차,아파트,경기도 용인수지구 풍덕천동 693 삼성1차,경기도 용인시 수지구 수풍로 13,6,576,688,366,322,37.3264294824777,127.087861493609
362,용인시,수지구,풍덕천동,A44876107,수지보원아파트,아파트,경기도 용인수지구 풍덕천동 692 수지보원아파트,경기도 용인시 수지구 수풍로 16,5,619,440,220,220,37.3261174567638,127.091193519229
363,용인시,수지구,풍덕천동,A44876303,수지2차삼성,아파트,경기도 용인수지구 풍덕천동 692-1 수지2차삼성,경기도 용인시 수지구 수풍로 38,5,420,300,20,280,37.326731637609,127.091844384411
364,용인시,수지구,풍덕천동,A44817001,수지동문,아파트,경기도 용인수지구 풍덕천동 690 수지동문,경기도 용인시 수지구 수풍로 47,5,368,379,282,97,37.3290253093973,127.091139488863
365,용인시,수지구,풍덕천동,A44876411,수지4차삼성,아파트,경기도 용인수지구 풍덕천동 663-1 수지4차삼성,경기도 용인시 수지구 수풍로 90,9,1137,710,710,0,37.330418161595,127.093516684522
366,용인시,수지구,풍덕천동,A44817004,수지 진산마을 푸르지오,아파트,경기도 용인수지구 풍덕천동 1191 수지 진산마을 푸르지오,경기도 용인시 수지구 진산로34번길 24,6,438,525,12,513,37.3142775569728,127.093682486019
367,용인시,수지구,풍덕천동,A44817003,진산마을삼성래미안7차,아파트,경기도 용인수지구 풍덕천동 1180 진산마을삼성래미안7차,경기도 용인시 수지구 진산로34번길 29,12,501,1280,79,1201,37.3152042209919,127.095881780815
368,용인시,처인구,김량장동,A44902003,용인삼환나우빌아파트,아파트,경기도 용인처인구 김량장동 516 용인삼환나우빌아파트,경기도 용인시 처인구 중부대로 1348,10,458,564,109,455,37.2347371362997,127.193993074884
369,용인시,처인구,양지리,A44982301,양지마을신원아침도시,아파트,경기도 용인처인구 양지면 양지리 907 양지마을신원아침도시,경기도 용인시 처인구 교동로 1,3,156,160,59,101,37.2347110399464,127.285189473495
370,용인시,기흥구,상하동,A44656806,신일유토빌,아파트,경기도 용인기흥구 상하동 656 신일유토빌,경기도 용인시 기흥구 어정로 62-7,11,510,738,153,585,37.2703803487072,127.1395266513
371,용인시,기흥구,상하동,A44671902,지석마을그대가크레던스,아파트,경기도 용인기흥구 상하동 675 지석마을그대가크레던스,경기도 용인시 기흥구 어정로 62-28,8,554,1011,22,989,37.2678764117371,127.13560201042
372,용인시,기흥구,상하동,A44677505,초록마을 풍림아파트,아파트,경기도 용인기흥구 상하동 447 초록마을 풍림아파트,경기도 용인시 기흥구 어정로 80,6,469,469,211,258,37.273028241496,127.139674616347
373,용인시,기흥구,신갈동,A10026407,삼익리베리움,도시형 생활주택(아파트),경기도 용인기흥구 신갈동 71-35 삼익리베리움,경기도 용인시 기흥구 갈천로7번길 47,1,171,103,19,84,37.2703384908712,127.104723385184
374,용인시,수지구,죽전동,A44816012,성현마을죽전주공3단지,아파트,경기도 용인수지구 죽전동 1233 성현마을죽전주공3단지,경기도 용인시 수지구 죽전로193번길 11,6,388,392,184,208,37.3268391943815,127.12398209004
375,용인시,수지구,죽전동,A44854016,성현마을반도유보라,아파트,경기도 용인수지구 죽전동 1235 성현마을반도유보라,경기도 용인시 수지구 죽전로193번길 35,8,637,1087,353,734,37.3276729273013,127.122416691929
376,용인시,수지구,풍덕천동,A44878510,진산마을삼성5차아파트,아파트,경기도 용인수지구 풍덕천동 1167 진산마을삼성5차아파트,경기도 용인시 수지구 진산로66번길 10,26,1828,2644,709,1935,37.3159965139503,127.093042598521
377,용인시,기흥구,언남동,A44657001,하마비마을동부센트레빌,아파트,경기도 용인기흥구 언남동 493 하마비마을동부센트레빌,경기도 용인시 기흥구 구성로 97,7,418,688,13,675,37.2943652812561,127.12040290424
378,용인시,기흥구,언남동,A44657106,동일하이빌1차,아파트,경기도 용인기흥구 언남동 486 동일하이빌1차,경기도 용인시 기흥구 구성로 105-15,21,999,1654,0,1654,37.2947865035939,127.12536179435
379,용인시,기흥구,언남동,A44677702,언남동부,아파트,경기도 용인기흥구 언남동 240-1 언남동부,경기도 용인시 기흥구 구성로 123,5,446,464,258,206,37.293370775761,127.121929368991
380,용인시,수지구,신봉동,A44815008,엘지빌리지5차B단지,아파트,경기도 용인수지구 신봉동 871 엘지빌리지5차B단지,경기도 용인시 수지구 신봉1로 110,8,556,1235,302,933,37.3272833406666,127.074112207154
381,용인시,수지구,신봉동,A44815007,엘지빌리지5차A단지,아파트,경기도 용인수지구 신봉동 870 엘지빌리지5차A단지,경기도 용인시 수지구 신봉1로 112-2,8,532,1199,245,954,37.3259211635098,127.073092369229
382,용인시,수지구,신봉동,A44853610,동부센트레빌5단지,아파트,경기도 용인수지구 신봉동 949 동부센트레빌5단지,경기도 용인시 수지구 신봉1로 214,8,490,904,0,904,37.3319662511779,127.066572848259
383,용인시,수지구,신봉동,A44853611,신봉동부센트레빌6단지아파트,아파트,경기도 용인수지구 신봉동 6 신봉동부센트레빌6단지아파트,경기도 용인시 수지구 신봉1로 216,8,450,840,0,840,37.3331820295127,127.064921731677
384,용인시,수지구,동천동,A44851005,래미안이스트팰리스2단지,아파트,경기도 용인수지구 동천동 938 래미안이스트팰리스2단지,경기도 용인시 수지구 동천로113번길 10,8,428,787,40,747,37.3371388240297,127.09067319832
385,용인시,기흥구,중동,A44670701,신동백롯데캐슬에코2단지,아파트,경기도 용인기흥구 중동 1101 신동백롯데캐슬에코2단지,경기도 용인시 기흥구 동백죽전대로527번길 67,9,868,1294,8,1286,37.2845043642127,127.147517403777
386,용인시,기흥구,중동,A44675301,신동백롯데캐슬에코1단지,아파트,경기도 용인기흥구 중동 1096 신동백롯데캐슬에코1단지,경기도 용인시 기흥구 동백죽전대로527번길 80,17,1902,2769,0,2769,37.2844229383667,127.143164923122
387,용인시,기흥구,중동,A44675302,신동백서해그랑블1차,아파트,경기도 용인기흥구 중동 1102 신동백서해그랑블1차,경기도 용인시 기흥구 동백죽전대로527번길 81,5,236,365,0,365,37.2804913755287,127.146528557107
388,용인시,처인구,마평동,A44904005,용인마평,아파트,경기도 용인처인구 마평동 956 용인마평,경기도 용인시 처인구 고림로 22,7,639,518,297,221,37.2357245863147,127.214477191055
389,용인시,기흥구,서천동,A44670102,서천마을2단지,아파트,경기도 용인기흥구 서천동 743 서천마을2단지,경기도 용인시 기흥구 서천로128번길 12,8,663,569,268,301,37.2373096857849,127.071519027676
390,용인시,처인구,영문리,A44978603,배머루베네치아,아파트,경기도 용인처인구 포곡읍 영문리 555 배머루베네치아,경기도 용인시 처인구 영문로 64,5,347,422,104,318,37.272491714414,127.20953517256
391,용인시,수지구,동천동,A44851206,신명스카이뷰,아파트,경기도 용인수지구 동천동 870 신명스카이뷰,경기도 용인시 수지구 손곡로 53,4,262,262,62,200,37.335938417693,127.096216416728
392,용인시,수지구,동천동,A44812009,수진마을2단지,아파트,경기도 용인수지구 동천동 868 수진마을2단지,경기도 용인시 수지구 손곡로 54,6,344,549,213,336,37.3374437960249,127.097066708688
393,용인시,수지구,동천동,A44851210,수진마을우미이노스빌,아파트,경기도 용인수지구 동천동 869 수진마을우미이노스빌,경기도 용인시 수지구 손곡로 67,6,396,400,107,293,37.3358683557694,127.094152879344
394,용인시,수지구,동천동,A44851412,수진마을써니벨리,아파트,경기도 용인수지구 동천동 864 수진마을써니벨리,경기도 용인시 수지구 손곡로 82,7,627,750,194,556,37.3373805953074,127.093192422082
395,용인시,수지구,풍덕천동,A44855005,수지태영데시앙1차,아파트,경기도 용인수지구 풍덕천동 1183 수지태영데시앙1차,경기도 용인시 수지구 수지로 166,9,648,661,128,533,37.3155734951697,127.08296384069
396,용인시,수지구,풍덕천동,A44878406,동부1차,아파트,경기도 용인수지구 풍덕천동 691 동부1차,경기도 용인시 수지구 수지로 323,6,612,442,442,0,37.3274629781328,127.093261635609
397,용인시,수지구,동천동,A44851111,동천마을현대1차홈타운,아파트,경기도 용인수지구 동천동 859 동천마을현대1차홈타운,경기도 용인시 수지구 수지로 487,7,466,472,195,277,37.3397104310019,127.099557264529
398,용인시,기흥구,언남동,A44691003,구성신일해피트리,아파트,경기도 용인기흥구 언남동 490 구성신일해피트리,경기도 용인시 기흥구 구성로 184,10,591,713,271,442,37.2903093930033,127.131377562635
399,용인시,수지구,동천동,A44851007,래미안이스트팰리스4단지,아파트,경기도 용인수지구 동천동 923 래미안이스트팰리스4단지,경기도 용인시 수지구 동천로153번길 6,19,620,1352,13,1339,37.3364560321794,127.086447726322
400,용인시,수지구,동천동,A44851006,래미안이스트팰리스1단지,아파트,경기도 용인수지구 동천동 935 래미안이스트팰리스1단지,경기도 용인시 수지구 동천로153번길 7,7,460,948,40,908,37.3363041704464,127.087358201018
401,용인시,수지구,동천동,A10025376,동천 파크 자이 아파트,아파트,경기도 용인수지구 동천동 930 동천 파크 자이 아파트,경기도 용인시 수지구 동천로153번길 79,6,388,475,0,475,37.3321602839599,127.090060938532
402,용인시,수지구,동천동,A10026122,동천더샵파크사이드,아파트,경기도 용인수지구 동천동 917 동천더샵파크사이드,경기도 용인시 수지구 동천로178번길 4,5,330,377,0,377,37.3385802147712,127.085451689556
403,용인시,처인구,마평동,A44992902,마평라이프,아파트,경기도 용인처인구 마평동 605-1 마평라이프,경기도 용인시 처인구 동부로 7,2,290,217,100,117,37.2320260547433,127.214085378328
404,용인시,수지구,상현동,A10026428,포레나광교상현,아파트,경기도 용인수지구 상현동 1206 포레나광교상현,경기도 용인시 수지구 수지로 17,8,639,766,9,757,37.3065828331701,127.072617824971
405,용인시,수지구,상현동,A44852804,광교현대프레미오,아파트,경기도 용인수지구 상현동 168-1 광교현대프레미오,경기도 용인시 수지구 수지로 41,3,300,671,175,496,37.3068607108703,127.0734962379
406,용인시,기흥구,신갈동,A44696104,신갈삼익,아파트,경기도 용인기흥구 신갈동 14 신갈삼익,경기도 용인시 기흥구 신갈로124번길 3,2,296,228,112,116,37.2783666358939,127.106075977986
407,용인시,기흥구,지곡동,A44659201,자봉마을써니밸리,아파트,경기도 용인기흥구 지곡동 704 자봉마을써니밸리,경기도 용인시 기흥구 사은로 274-22,14,1092,1371,268,1103,37.2507075009261,127.134259561553
408,용인시,처인구,역북동,A44972203,역북마을신성,아파트,경기도 용인처인구 역북동 721-1 역북마을신성,경기도 용인시 처인구 명지로 15-5,8,475,475,113,362,37.2354205089921,127.189754074397
409,용인시,처인구,역북동,A44972201,역북마을금강,아파트,경기도 용인처인구 역북동 721-2 역북마을금강,경기도 용인시 처인구 명지로 15-29,2,150,151,38,113,37.2347450748545,127.190658312781
410,용인시,처인구,역북동,A44972202,역북마을보성,아파트,경기도 용인처인구 역북동 721-3 역북마을보성,경기도 용인시 처인구 명지로 15-33,3,162,249,59,190,37.2350054175335,127.191644125489
411,용인시,처인구,남동,A44903001,삼라마이다스빌,아파트,경기도 용인처인구 남동 684 삼라마이다스빌,경기도 용인시 처인구 명지로 307,3,159,161,161,0,37.2281701147784,127.20980855426
412,용인시,처인구,유방동,A44972404,인정프린스3차,아파트,경기도 용인처인구 유방동 1007-51 인정프린스3차,경기도 용인시 처인구 경안천로 368,2,380,171,128,43,37.263721397637,127.216520743689
413,용인시,처인구,유방동,A44972402,용인인정프린스2차,아파트,경기도 용인처인구 유방동 1007-50 용인인정프린스2차,경기도 용인시 처인구 경안천로 378,3,330,241,200,41,37.2646120521987,127.216779994487
414,용인시,처인구,고림동,A10026328,양우내안애 에듀파크,아파트,경기도 용인처인구 고림동 730-1 양우내안애 에듀파크,경기도 용인시 처인구 경안천로 112,8,737,813,0,813,37.2418513585198,127.214857565402
415,용인시,기흥구,중동,A44691604,신동백아이파크,아파트,경기도 용인기흥구 중동 1081 신동백아이파크,경기도 용인시 기흥구 언동로217번길 11,6,313,544,176,368,37.2771000876953,127.144735602602
416,용인시,기흥구,중동,A44675303,신동백서해그랑블2차,아파트,경기도 용인기흥구 중동 1139 신동백서해그랑블2차,경기도 용인시 기흥구 언동로217번길 31,10,817,1112,8,1104,37.2793645553415,127.147384127297
417,용인시,수지구,신봉동,A44853509,우남퍼스트빌,아파트,경기도 용인수지구 신봉동 905 우남퍼스트빌,경기도 용인시 수지구 신봉1로 27,11,962,841,122,719,37.319200366708,127.081755032051
418,용인시,수지구,신봉동,A44853503,서홍마을현대효성,아파트,경기도 용인수지구 신봉동 893 서홍마을현대효성,경기도 용인시 수지구 신봉1로 28,6,388,403,60,343,37.3208968479859,127.081732387572
419,용인시,처인구,김량장동,A44970503,용인에스원스마트빌,도시형 생활주택(주상복합),경기도 용인처인구 김량장동 63-9 용인에스원스마트빌,경기도 용인시 처인구 백옥대로 1104,1,299,73,0,73,37.2341415411794,127.209391465262
420,용인시,기흥구,영덕동,A44678704,흥덕마을주공4단지,아파트,경기도 용인기흥구 영덕동 1021 흥덕마을주공4단지,경기도 용인시 기흥구 흥덕2로 46,5,383,317,122,195,37.2718039860621,127.073986648061
421,용인시,기흥구,영덕동,A44678705,흥덕마을3단지,아파트,경기도 용인기흥구 영덕동 1022 흥덕마을3단지,경기도 용인시 기흥구 흥덕2로 80,11,866,705,209,496,37.274827017159,127.074640523095
422,용인시,기흥구,영덕동,A44678712,흥덕마을7단지힐스테이트,아파트,경기도 용인기흥구 영덕동 969 흥덕마을7단지힐스테이트,경기도 용인시 기흥구 흥덕2로 126,9,570,631,629,2,37.2790215586696,127.074465492066
423,용인시,기흥구,영덕동,A44678708,흥덕마을12단지,아파트,경기도 용인기흥구 영덕동 1069 흥덕마을12단지,경기도 용인시 기흥구 흥덕3로 20,14,759,1485,0,1485,37.2716435237123,127.083835179275
424,용인시,기흥구,영덕동,A44678709,흥덕마을14단지 호반베르디움,아파트,경기도 용인기흥구 영덕동 1079 흥덕마을14단지 호반베르디움,경기도 용인시 기흥구 흥덕3로 60,4,236,496,2,494,37.2736601925162,127.082868553444
425,용인시,처인구,삼가동,A44978002,우남퍼스트빌,아파트,경기도 용인처인구 삼가동 537 우남퍼스트빌,경기도 용인시 처인구 금학로 91,7,451,550,155,395,37.2401835987824,127.173980330492
426,용인시,처인구,마평동,A44904004,푸른마을 용인 자이 아파트,아파트,경기도 용인처인구 마평동 957 푸른마을 용인 자이 아파트,경기도 용인시 처인구 금학로 520,8,502,567,165,402,37.2343743260703,127.218933241943
427,용인시,처인구,삼가동,A44971803,진우,아파트,경기도 용인처인구 삼가동 265 진우,경기도 용인시 처인구 중부대로 1144,5,582,553,351,202,37.2388157946696,127.172143024956
428,용인시,기흥구,청덕동,A44657503,청덕마을광도와이드빌,아파트,경기도 용인기흥구 청덕동 482 청덕마을광도와이드빌,경기도 용인시 기흥구 언동로71번길 64,7,476,575,284,291,37.2882117939463,127.146048909546
429,용인시,기흥구,마북동,A44693813,연원마을벽산아파트,아파트,경기도 용인기흥구 마북동 524-8 연원마을벽산아파트,경기도 용인시 기흥구 연원로42번길 2,27,1576,2018,395,1623,37.3004419678659,127.111378894338
430,용인시,기흥구,마북동,A44655801,연원마을삼성쉐르빌아파트,아파트,경기도 용인기흥구 마북동 624 연원마을삼성쉐르빌아파트,경기도 용인시 기흥구 연원로42번길 33,5,316,756,195,561,37.3019634908872,127.114832245818
431,용인시,처인구,김량장동,A10026993,유메이드,도시형 생활주택(주상복합),경기도 용인처인구 김량장동 254-158 유메이드,경기도 용인시 처인구 금령로 43,1,299,149,0,149,37.2350929624375,127.201120887894
432,용인시,기흥구,신갈동,A44658506,새릉골풍림,아파트,경기도 용인기흥구 신갈동 166 새릉골풍림,경기도 용인시 기흥구 기흥로116번길 7,5,340,341,160,181,37.2871558759002,127.111313524212
433,용인시,기흥구,신갈동,A44658814,기흥파크뷰(새천년그린빌5단지),아파트,경기도 용인기흥구 신갈동 697 기흥파크뷰(새천년그린빌5단지),경기도 용인시 기흥구 기흥로116번길 60,19,915,944,217,727,37.2875362402249,127.120479194225
434,용인시,기흥구,신갈동,A44658807,용인신갈푸르지오,아파트,경기도 용인기흥구 신갈동 691 용인신갈푸르지오,경기도 용인시 기흥구 기흥로116번길 77,7,346,605,172,433,37.2895213862579,127.11808557837
435,용인시,기흥구,언남동,A44679205,초원마을성원상떼빌,아파트,경기도 용인기흥구 언남동 500 초원마을성원상떼빌,경기도 용인시 기흥구 기흥로116번길 100,10,860,1303,50,1253,37.2893754230178,127.125693279745
436,용인시,기흥구,서천동,A44690601,예현마을현대홈타운,아파트,경기도 용인기흥구 서천동 705 예현마을현대홈타운,경기도 용인시 기흥구 예현로35번길 21,8,622,910,910,0,37.2412105840823,127.067368862997
437,용인시,처인구,유방동,A44972403,인정프린스1차,아파트,경기도 용인처인구 유방동 1007-1 인정프린스1차,경기도 용인시 처인구 금어로 6,4,375,209,209,0,37.2649107799949,127.216318629405
438,용인시,처인구,고림동,A44901002,보평마을 삼정그린뷰 아파트,아파트,경기도 용인처인구 고림동 1001 보평마을 삼정그린뷰 아파트,경기도 용인시 처인구 금어로 74,7,360,434,211,223,37.2654793327914,127.223261181051
439,용인시,처인구,고림동,A44978805,금평마을영화,아파트,경기도 용인처인구 고림동 1000 금평마을영화,경기도 용인시 처인구 금어로 102,6,428,536,234,302,37.2656108976731,127.225536170175
440,용인시,처인구,천리,A44983303,한천마을금광베네스타,아파트,경기도 용인처인구 이동읍 천리 1134 한천마을금광베네스타,경기도 용인시 처인구 백옥대로 711,9,460,502,264,238,37.2000126670327,127.208102044125
441,용인시,처인구,천리,A10027387,에이스카운티아파트,아파트,경기도 용인처인구 이동읍 천리 1142 에이스카운티아파트,경기도 용인시 처인구 백옥대로 737,9,430,478,73,405,37.2022773855101,127.208654696125
442,용인시,처인구,둔전리,A44982804,금전마을리슈빌아파트,아파트,경기도 용인처인구 포곡읍 둔전리 447 금전마을리슈빌아파트,경기도 용인시 처인구 둔전로 15,8,441,485,160,325,37.2667911575817,127.215480376765
443,용인시,수지구,성복동,A10024775,성복역 롯데캐슬파크나인아파트,아파트,경기도 용인수지구 성복동 814 성복역 롯데캐슬파크나인아파트,경기도 용인시 수지구 성복1로 13,8,534,702,43,659,37.3108741881584,127.073791408878
444,용인시,수지구,동천동,A10024930,더샵동천이스트포레아파트,아파트,경기도 용인수지구 동천동 151-2 더샵동천이스트포레아파트,경기도 용인시 수지구 수풍로 89,10,980,1226,0,1226,37.3328305263887,127.090813807316
445,용인시,수지구,성복동,A10024453,성복역 롯데캐슬 클라시엘 아파트,아파트,경기도 용인수지구 성복동 192-1 성복역 롯데캐슬 클라시엘 아파트,경기도 용인시 수지구 성복1로 35,20,1094,1530,68,1462,37.3142264047401,127.073779230336
446,용인시,수지구,상현동,A10024390,광교상현솔하임,도시형 생활주택(주상복합),경기도 용인수지구 상현동 1219 광교상현솔하임,경기도 용인시 수지구 상현로 6,1,224,179,23,156,37.3025115899845,127.074650278871
447,용인시,수지구,죽전동,A10024338,죽전역솔하임,도시형 생활주택(주상복합),경기도 용인수지구 죽전동 1088-2 죽전역솔하임,경기도 용인시 수지구 정든로 5,1,234,170,12,158,37.3275054456876,127.113540494502
448,용인시,기흥구,중동,A10025674,동백하우스디카바나,아파트,경기도 용인기흥구 중동 1100 동백하우스디카바나,경기도 용인시 기흥구 동백죽전대로527번길 34,4,284,313,28,285,37.2852183858318,127.147124111918
449,용인시,수지구,신봉동,A10025673,신봉동 동도센트리움,아파트,경기도 용인수지구 신봉동 965 신봉동 동도센트리움,경기도 용인시 수지구 신봉3로 6,2,184,202,9,193,37.3283036176158,127.067261275289
450,용인시,수지구,신봉동,A10023754,힐스테이트 광교산,아파트,경기도 용인수지구 신봉동  힐스테이트 광교산,경기도 용인시 수지구 신봉2로 154,10,789,1026,0,1026,37.3324669442292,127.067228314575
451,용인시,수지구,동천동,A10023868,한화포레나수지동천,,경기도 용인수지구 동천동  한화포레나수지동천,경기도 용인시 수지구 고기로45번길 40,3,293,311,311,0,37.3401906166844,127.092876981329
452,용인시,처인구,아곡리,A10023854,이편한세상용인파크카운티,연립주택,경기도 용인처인구 남사읍 아곡리 686 이편한세상용인파크카운티,경기도 용인시 처인구 남사읍 한숲로33번길 36,8,75,115,1,114,37.1546270499204,127.167109985309
453,용인시,기흥구,언남동,A10024208,힐스테이트 구성 아파트,아파트,경기도 용인기흥구 언남동 315 힐스테이트 구성 아파트,경기도 용인시 기흥구 용인향교로 29,8,699,874,117,757,37.2974293956629,127.119286924919
454,용인시,기흥구,마북동,A44655607,교동마을LG자이,아파트,경기도 용인기흥구 마북동 617 교동마을LG자이,경기도 용인시 기흥구 마북로 182,7,450,583,283,300,37.3046052126458,127.126520830689
455,용인시,수지구,상현동,A44813013,광교마을46단지 광교스타클래스,아파트,경기도 용인수지구 상현동 1108 광교마을46단지 광교스타클래스,경기도 용인시 수지구 법조로 252,3,220,392,2,390,37.3006839247267,127.076070647606
456,용인시,기흥구,마북동,A44691203,교동마을쌍용,아파트,경기도 용인기흥구 마북동 621 교동마을쌍용,경기도 용인시 기흥구 마북로154번길 23,7,340,654,13,641,37.3027252123596,127.128019413568
457,용인시,수지구,죽전동,A44816010,도담마을아이파크,아파트,경기도 용인수지구 죽전동 331 도담마을아이파크,경기도 용인시 수지구 대지로 82,3,360,360,170,190,37.329249591719,127.117399191309
458,용인시,수지구,상현동,A44813011,광교마을46단지광교스타클래스,아파트,경기도 용인수지구 상현동 1107 광교마을46단지광교스타클래스,경기도 용인시 수지구 법조로 251,3,168,323,2,321,37.3012986515503,127.074449326457
459,용인시,수지구,풍덕천동,A44899104,진산마을삼성래미안6차,아파트,경기도 용인수지구 풍덕천동 1168-2 진산마을삼성래미안6차,경기도 용인시 수지구 진산로 108,11,343,729,179,550,37.3187927615522,127.099705663246
460,용인시,수지구,신봉동,A44853608,동일하이빌3단지,아파트,경기도 용인수지구 신봉동 985 동일하이빌3단지,경기도 용인시 수지구 신봉3로 25,13,594,1138,0,1138,37.3265619821006,127.064895049438
461,용인시,처인구,역북동,A10027349,역북1단지 우남퍼스트빌 아파트,아파트,경기도 용인처인구 역북동 291-8 역북1단지 우남퍼스트빌 아파트,경기도 용인시 처인구 낙은로 60,6,409,429,79,350,37.2427209713758,127.196863141001
462,용인시,기흥구,보라동,A44658307,보라마을현대모닝사이드2차,아파트,경기도 용인기흥구 보라동 564 보라마을현대모닝사이드2차,경기도 용인시 기흥구 용구대로 1842,12,771,1234,360,874,37.2522132230294,127.105729889874
463,용인시,수지구,죽전동,A44816003,죽전7차현대홈타운1단지,아파트,경기도 용인수지구 죽전동 1151 죽전7차현대홈타운1단지,경기도 용인시 수지구 탄천상로 7,5,162,178,61,117,37.3316949444179,127.11158129507
464,용인시,기흥구,신갈동,A44658414,기흥더샵프라임뷰,아파트,경기도 용인기흥구 신갈동 733 기흥더샵프라임뷰,경기도 용인시 기흥구 구갈로 71-18,8,612,775,0,775,37.2826672623871,127.110737118808
465,용인시,기흥구,신갈동,A44658415,기흥역롯데캐슬스카이,주상복합,경기도 용인기흥구 신갈동 63 기흥역롯데캐슬스카이,경기도 용인시 기흥구 중부대로 375,3,625,797,0,797,37.2719908869697,127.10785938159
466,용인시,기흥구,서천동,A10027304,힐스테이트 서천 아파트,아파트,경기도 용인기흥구 서천동 801 힐스테이트 서천 아파트,경기도 용인시 기흥구 서천동로 22,12,754,912,4,908,37.238322395798,127.075684044275
467,용인시,처인구,역북동,A10027347,역북2단지 우남퍼스트빌아파트,아파트,경기도 용인처인구 역북동 282 역북2단지 우남퍼스트빌아파트,경기도 용인시 처인구 낙은로 59,7,505,532,73,459,37.2415236089635,127.196679365345
